OrderNumber;Sales Channel;OrderDate;ShipDate;DeliveryDate;CurrencyCode;_SalesTeamID;salesteam name;_StoreID;StateName;statecode;household income;population;City Name;_ProductID;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0005898;In-Store;18/04/2020;15/05/2020;22/05/2020;USD;10;Jonathan Hawkins;315;Texas;TX;114817;324.074;Corpus Christi;33;2;10%;261,30;175,07
SO - 0005899;Wholesale;18/04/2020;26/04/2020;02/05/2020;USD;26;Donald Reynolds;127;Florida;FL;31003;113.187;Miami Gardens;14;5;5%;5.266,20;2.791,09
SO - 0005900;Online;18/04/2020;25/04/2020;28/04/2020;USD;12;Carl Nguyen;21;California;CA;42791;113.453;Carlsbad;41;1;5%;5.936,20;2.849,38
SO - 0005416;Online;20/02/2020;10/03/2020;18/03/2020;USD;18;Shawn Wallace;113;District of Columbia;DC;273390;672.228;Washington;1;3;7,5%;1.038,50;519,25
SO - 0005902;In-Store;18/04/2020;11/05/2020;14/05/2020;USD;11;Joshua Little;167;Illinois;IL;37133;102.708;Naperville (Township);4;6;20%;1.005,00;804,00
SO - 0005903;In-Store;19/04/2020;11/05/2020;18/05/2020;USD;10;Jonathan Hawkins;62;California;CA;25199;103.132;Rialto;34;5;7,5%;2.472,30;1.236,15
SO - 0005883;In-Store;16/04/2020;06/05/2020;16/05/2020;USD;4;Chris Armstrong;64;California;CA;91267;322.424;Riverside;1;3;5%;2.566,10;1.539,66
SO - 0005905;In-Store;19/04/2020;02/05/2020;12/05/2020;USD;5;Stephen Payne;116;Florida;FL;46234;113.003;Clearwater;20;3;20%;1.011,70;576,67
SO - 0005906;In-Store;19/04/2020;13/05/2020;22/05/2020;USD;8;George Lewis;328;Texas;TX;90433;249.042;Lubbock;27;4;30%;2.217,70;1.618,92
SO - 0005907;Wholesale;19/04/2020;15/05/2020;21/05/2020;USD;26;Donald Reynolds;259;New York;NY;68789;213.776;Babylon (Town);20;5;7,5%;1.045,20;533,05
SO - 0005908;In-Store;20/04/2020;27/04/2020;07/05/2020;USD;9;Joshua Ryan;25;California;CA;48156;164.226;Corona;28;3;40%;1.313,20;945,50
SO - 0005909;Online;20/04/2020;14/05/2020;17/05/2020;USD;19;Nicholas Cunningham;100;Colorado;CO;43249;109.412;Pueblo;44;3;7,5%;3.859,20;1.813,82
SO - 0005910;Distributor;20/04/2020;12/05/2020;22/05/2020;USD;25;Patrick Graham;263;New York;NY;241539;771.018;Hempstead (Town);29;6;10%;6.552,60;3.866,03
SO - 0005911;In-Store;20/04/2020;23/04/2020;02/05/2020;USD;10;Jonathan Hawkins;142;Georgia;GA;72760;200.579;Columbus;44;8;5%;1.855,90;965,07
SO - 0005912;Distributor;20/04/2020;17/05/2020;23/05/2020;USD;22;Joe Price;298;South Carolina;SC;44506;133.803;Columbia;24;7;10%;214,40;150,08
SO - 0005913;Online;20/04/2020;26/04/2020;30/04/2020;USD;13;Todd Roberts;342;Texas;TX;37644;103.700;Tyler;6;1;20%;1.051,90;673,22
SO - 0005914;In-Store;20/04/2020;13/05/2020;18/05/2020;USD;2;Keith Griffin;118;Florida;FL;33707;100.882;Davie;24;6;20%;1.212,70;1.006,54
SO - 0005915;In-Store;20/04/2020;18/05/2020;20/05/2020;USD;8;George Lewis;33;California;CA;45041;151.451;Escondido;4;4;7,5%;3.886,00;1.748,70
SO - 0005916;Distributor;20/04/2020;05/05/2020;13/05/2020;USD;24;Roy Rice;144;Georgia;GA;43058;105.330;Sandy Springs;39;3;15%;5.808,90;2.555,92
SO - 0005917;Distributor;21/04/2020;27/04/2020;03/05/2020;USD;23;Douglas Tucker;128;Florida;FL;38474;137.132;Miramar;4;7;15%;194,30;126,30
SO - 0005918;Distributor;21/04/2020;13/05/2020;21/05/2020;USD;23;Douglas Tucker;308;Texas;TX;74769;198.645;Amarillo;3;7;10%;1.768,80;760,58
SO - 0005919;Wholesale;21/04/2020;28/04/2020;07/05/2020;USD;28;Carlos Miller;178;Illinois;IL;59425;155.286;Wheeling (Township);12;8;10%;3.999,90;2.159,95
SO - 0005920;Wholesale;21/04/2020;04/05/2020;14/05/2020;USD;28;Carlos Miller;232;North Carolina;NC;78439;201.963;Fayetteville;47;3;7,5%;3.242,80;2.756,38
SO - 0005921;Wholesale;21/04/2020;10/05/2020;14/05/2020;USD;26;Donald Reynolds;229;North Carolina;NC;56034;159.769;Cary;38;6;15%;2.566,10;1.796,27
SO - 0005922;Distributor;22/04/2020;12/05/2020;19/05/2020;USD;25;Patrick Graham;103;Connecticut;CT;50367;147.629;Bridgeport;21;5;15%;1.011,70;708,19
SO - 0005923;Online;22/04/2020;26/04/2020;03/05/2020;USD;19;Nicholas Cunningham;217;Michigan;MI;49444;132.052;Sterling Heights;41;2;5%;971,50;437,18
SO - 0005924;Online;22/04/2020;05/05/2020;06/05/2020;USD;13;Todd Roberts;98;Colorado;CO;37157;101.350;Highlands Ranch;14;1;7,5%;5.179,10;2.434,18
SO - 0005925;In-Store;22/04/2020;30/04/2020;06/05/2020;USD;2;Keith Griffin;38;California;CA;45031;140.847;Fullerton;37;7;7,5%;1.045,20;742,09
SO - 0005926;In-Store;22/04/2020;15/05/2020;21/05/2020;USD;7;Shawn Cook;342;Texas;TX;37644;103.700;Tyler;6;4;5%;5.494,00;2.747,00
SO - 0005927;Online;22/04/2020;15/05/2020;23/05/2020;USD;19;Nicholas Cunningham;228;Montana;MT;44092;110.263;Billings;8;8;7,5%;221,10;161,40
SO - 0005928;Online;22/04/2020;04/05/2020;12/05/2020;USD;13;Todd Roberts;174;Illinois;IL;69780;173.110;Rockford (Township);24;3;40%;3.906,10;2.421,78
SO - 0005929;In-Store;22/04/2020;17/05/2020;27/05/2020;USD;7;Shawn Cook;303;Tennessee;TN;81073;185.291;Knoxville;46;1;7,5%;241,20;130,25
SO - 0005930;In-Store;23/04/2020;27/04/2020;06/05/2020;USD;6;Joshua Bennett;361;Washington;WA;296633;684.451;Seattle;17;2;10%;1.132,30;871,87
SO - 0005931;In-Store;23/04/2020;25/04/2020;01/05/2020;USD;11;Joshua Little;22;California;CA;78066;265.757;Chula Vista;14;4;20%;1.139,00;933,98
SO - 0005932;Distributor;23/04/2020;16/05/2020;18/05/2020;USD;25;Patrick Graham;231;North Carolina;NC;100513;257.636;Durham;42;4;20%;6.344,90;3.616,59
SO - 0005933;Distributor;23/04/2020;30/04/2020;04/05/2020;USD;22;Joe Price;84;California;CA;55377;148.475;Torrance;41;5;5%;971,50;680,05
SO - 0005934;Online;23/04/2020;27/04/2020;05/05/2020;USD;16;Anthony Berry;160;Illinois;IL;32297;101.296;Hanover;33;1;10%;3.865,90;1.585,02
SO - 0005935;Online;23/04/2020;01/05/2020;09/05/2020;USD;20;Anthony Torres;357;Washington;WA;54216;139.820;Bellevue;19;4;7,5%;268,00;184,92
SO - 0005936;Wholesale;23/04/2020;17/05/2020;21/05/2020;USD;28;Carlos Miller;117;Florida;FL;40571;129.485;Coral Springs;20;5;15%;1.051,90;599,58
SO - 0005937;Online;23/04/2020;03/05/2020;13/05/2020;USD;16;Anthony Berry;38;California;CA;45031;140.847;Fullerton;45;7;10%;1.058,60;561,06
SO - 0005938;In-Store;23/04/2020;19/05/2020;21/05/2020;USD;2;Keith Griffin;83;California;CA;45912;129.339;Thousand Oaks;37;2;5%;1.025,10;584,31
SO - 0005939;Online;23/04/2020;17/05/2020;23/05/2020;USD;20;Anthony Torres;225;Missouri;MO;71268;166.810;Springfield;17;7;7,5%;241,20;115,78
SO - 0005940;Online;23/04/2020;16/05/2020;25/05/2020;USD;17;Frank Brown;227;Mississippi;MS;62671;170.674;Jackson;7;1;7,5%;5.212,60;2.814,80
SO - 0005941;In-Store;23/04/2020;13/05/2020;20/05/2020;USD;1;Adam Hernandez;292;Oregon;OR;57729;164.549;Salem;14;5;7,5%;1.943,00;952,07
SO - 0005942;In-Store;23/04/2020;25/04/2020;03/05/2020;USD;3;Jerry Green;230;North Carolina;NC;305488;827.097;Charlotte;24;5;7,5%;5.822,30;4.599,62
SO - 0005943;Online;23/04/2020;27/04/2020;29/04/2020;USD;16;Anthony Berry;84;California;CA;55377;148.475;Torrance;17;8;7,5%;696,80;383,24
SO - 0005944;In-Store;24/04/2020;02/05/2020;08/05/2020;USD;10;Jonathan Hawkins;218;Michigan;MI;53493;135.358;Warren;47;7;5%;3.993,20;2.076,46
SO - 0005945;In-Store;24/04/2020;06/05/2020;13/05/2020;USD;1;Adam Hernandez;244;New Jersey;NJ;99058;264.290;Jersey City;20;8;30%;5.956,30;3.216,40
SO - 0005946;Online;24/04/2020;16/05/2020;25/05/2020;USD;19;Nicholas Cunningham;323;Texas;TX;814599;2.296.224;Houston;11;2;20%;2.505,80;1.904,41
SO - 0006697;Distributor;19/07/2020;05/08/2020;07/08/2020;USD;22;Joe Price;134;Florida;FL;39038;100.270;Spring Hill;1;3;5%;1.313,20;577,81
SO - 0005948;In-Store;24/04/2020;15/05/2020;22/05/2020;USD;9;Joshua Ryan;29;California;CA;31400;127.610;East Los Angeles;33;2;7,5%;5.835,70;2.917,85
SO - 0005949;In-Store;24/04/2020;16/05/2020;25/05/2020;USD;3;Jerry Green;285;Oklahoma;OK;44911;120.284;Norman;25;8;5%;2.211,00;950,73
SO - 0005950;Online;24/04/2020;07/05/2020;09/05/2020;USD;16;Anthony Berry;35;California;CA;49975;207.460;Fontana;23;1;20%;3.691,70;2.990,28
SO - 0005951;Online;25/04/2020;30/04/2020;09/05/2020;USD;20;Anthony Torres;33;California;CA;45041;151.451;Escondido;29;6;7,5%;3.819,00;2.902,44
SO - 0005952;Distributor;25/04/2020;20/05/2020;26/05/2020;USD;24;Roy Rice;251;Nevada;NV;104492;285.667;Henderson;44;4;5%;1.889,40;1.322,58
SO - 0005953;In-Store;25/04/2020;11/05/2020;16/05/2020;USD;4;Chris Armstrong;317;Texas;TX;43745;131.044;Denton;40;3;10%;2.211,00;1.238,16
SO - 0005954;Distributor;25/04/2020;18/05/2020;22/05/2020;USD;24;Roy Rice;143;Georgia;GA;57025;153.515;Macon;34;7;10%;1.259,60;831,34
SO - 0005955;In-Store;25/04/2020;10/05/2020;12/05/2020;USD;1;Adam Hernandez;291;Oregon;OR;254167;632.309;Portland;31;5;5%;268,00;147,40
SO - 0005956;Online;25/04/2020;05/05/2020;11/05/2020;USD;17;Frank Brown;22;California;CA;78066;265.757;Chula Vista;41;6;30%;3.892,70;2.452,40
SO - 0005957;Wholesale;25/04/2020;30/04/2020;03/05/2020;USD;27;Shawn Torres;193;Indiana;IN;52540;142.010;Wayne;10;1;5%;3.986,50;2.710,82
SO - 0005958;Online;25/04/2020;04/05/2020;09/05/2020;USD;15;Roger Alexander;101;Colorado;CO;42679;133.451;Thornton;19;1;7,5%;1.681,70;1.109,92
SO - 0005959;Distributor;25/04/2020;09/05/2020;17/05/2020;USD;24;Roy Rice;288;Oregon;OR;66093;163.460;Eugene;25;3;5%;1.112,20;567,22
SO - 0005960;Distributor;25/04/2020;23/05/2020;25/05/2020;USD;24;Roy Rice;155;Illinois;IL;50476;116.358;Capital;37;4;10%;2.539,30;1.498,19
SO - 0005961;Online;25/04/2020;01/05/2020;10/05/2020;USD;12;Carl Nguyen;252;Nevada;NV;215614;623.747;Las Vegas;3;3;20%;1.829,10;951,13
SO - 0005962;Online;26/04/2020;21/05/2020;26/05/2020;USD;16;Anthony Berry;107;Connecticut;CT;49771;130.322;New Haven;15;7;7,5%;5.594,50;4.083,99
SO - 0005963;Online;26/04/2020;17/05/2020;22/05/2020;USD;18;Shawn Wallace;178;Illinois;IL;59425;155.286;Wheeling (Township);30;5;10%;174,20;130,65
SO - 0005964;In-Store;26/04/2020;18/05/2020;27/05/2020;USD;6;Joshua Bennett;114;Florida;FL;40453;106.604;Brandon;4;2;5%;5.688,30;2.673,50
SO - 0005965;Distributor;26/04/2020;03/05/2020;09/05/2020;USD;21;Samuel Fowler;107;Connecticut;CT;49771;130.322;New Haven;24;8;5%;1.748,70;944,30
SO - 0005966;Wholesale;26/04/2020;30/04/2020;10/05/2020;USD;28;Carlos Miller;335;Texas;TX;34776;108.821;Pearland;11;5;20%;1.795,60;772,11
SO - 0005967;Online;26/04/2020;30/04/2020;08/05/2020;USD;15;Roger Alexander;199;Kentucky;KY;125752;314.488;Lexington-Fayette;28;2;5%;1.051,90;694,25
SO - 0005968;In-Store;26/04/2020;15/05/2020;20/05/2020;USD;6;Joshua Bennett;221;Minnesota;MN;112988;300.851;St. Paul;23;1;40%;194,30;106,87
SO - 0005969;Distributor;26/04/2020;06/05/2020;08/05/2020;USD;24;Roy Rice;98;Colorado;CO;37157;101.350;Highlands Ranch;34;1;7,5%;1.721,90;843,73
SO - 0005970;Online;27/04/2020;08/05/2020;16/05/2020;USD;13;Todd Roberts;251;Nevada;NV;104492;285.667;Henderson;28;8;10%;944,70;472,35
SO - 0005971;Wholesale;27/04/2020;17/05/2020;23/05/2020;USD;27;Shawn Torres;147;Iowa;IA;53328;130.405;Cedar Rapids;37;4;10%;1.112,20;800,78
SO - 0005972;Online;27/04/2020;14/05/2020;18/05/2020;USD;18;Shawn Wallace;288;Oregon;OR;66093;163.460;Eugene;21;1;20%;3.035,10;1.699,66
SO - 0005973;In-Store;27/04/2020;30/04/2020;10/05/2020;USD;10;Jonathan Hawkins;262;New York;NY;110549;258.071;Buffalo;29;4;7,5%;3.229,40;1.453,23
SO - 0005974;Distributor;27/04/2020;22/05/2020;29/05/2020;USD;23;Douglas Tucker;220;Minnesota;MN;43634;112.225;Rochester;34;5;15%;3.865,90;3.092,72
SO - 0005975;Online;27/04/2020;20/05/2020;26/05/2020;USD;17;Frank Brown;45;California;CA;24839;100.314;Jurupa Valley;2;8;7,5%;931,30;754,35
SO - 0005976;Distributor;27/04/2020;03/05/2020;09/05/2020;USD;21;Samuel Fowler;171;Illinois;IL;43267;104.291;Peoria City;42;1;10%;1.212,70;812,51
SO - 0005977;In-Store;27/04/2020;25/05/2020;29/05/2020;USD;10;Jonathan Hawkins;138;Florida;FL;41474;106.779;West Palm Beach;36;2;15%;5.695,00;2.676,65
SO - 0005978;In-Store;27/04/2020;19/05/2020;27/05/2020;USD;7;Shawn Cook;277;New York;NY;73073;201.116;Yonkers;4;2;10%;3.926,20;2.748,34
SO - 0005979;In-Store;28/04/2020;08/05/2020;09/05/2020;USD;10;Jonathan Hawkins;178;Illinois;IL;59425;155.286;Wheeling (Township);38;2;5%;1.172,50;492,45
SO - 0005980;Distributor;28/04/2020;02/05/2020;08/05/2020;USD;21;Samuel Fowler;52;California;CA;27225;107.140;Norwalk;9;4;10%;998,30;808,62
SO - 0005981;Distributor;28/04/2020;01/05/2020;10/05/2020;USD;24;Roy Rice;119;Florida;FL;73446;178.590;Fort Lauderdale;19;3;10%;2.311,50;1.086,41
SO - 0005982;In-Store;28/04/2020;07/05/2020;11/05/2020;USD;8;George Lewis;88;California;CA;30451;100.890;Vista;43;5;30%;5.554,30;2.777,15
SO - 0005983;Distributor;28/04/2020;14/05/2020;16/05/2020;USD;23;Douglas Tucker;106;Connecticut;CT;45239;124.006;Hartford (Town);13;7;7,5%;167,50;70,35
SO - 0005984;Distributor;28/04/2020;15/05/2020;20/05/2020;USD;24;Roy Rice;77;California;CA;27365;105.093;Santa Maria;12;7;15%;2.505,80;1.303,02
SO - 0006991;In-Store;25/08/2020;12/09/2020;17/09/2020;USD;9;Joshua Ryan;46;California;CA;47427;161.103;Lancaster;1;3;15%;1.132,30;894,52
SO - 0005986;In-Store;28/04/2020;15/05/2020;21/05/2020;USD;10;Jonathan Hawkins;98;Colorado;CO;37157;101.350;Highlands Ranch;44;4;5%;3.939,60;2.560,74
SO - 0005987;In-Store;28/04/2020;10/05/2020;20/05/2020;USD;1;Adam Hernandez;349;Virginia;VA;66879;153.511;Alexandria;46;1;20%;1.969,80;1.398,56
SO - 0005988;In-Store;28/04/2020;16/05/2020;20/05/2020;USD;3;Jerry Green;87;California;CA;41730;130.104;Visalia;7;8;5%;1.005,00;743,70
SO - 0005989;In-Store;28/04/2020;06/05/2020;10/05/2020;USD;1;Adam Hernandez;16;California;CA;99670;350.742;Anaheim;37;5;15%;864,30;380,29
SO - 0005990;Online;28/04/2020;30/04/2020;03/05/2020;USD;15;Roger Alexander;210;Massachusetts;MA;68576;184.815;Worcester;28;4;15%;227,80;150,35
SO - 0005991;In-Store;28/04/2020;16/05/2020;19/05/2020;USD;6;Joshua Bennett;120;Florida;FL;47968;130.128;Gainesville;21;6;5%;1.072,00;428,80
SO - 0005992;Wholesale;29/04/2020;12/05/2020;20/05/2020;USD;26;Donald Reynolds;176;Illinois;IL;50575;116.565;Springfield;31;6;5%;743,70;557,78
SO - 0005993;Distributor;29/04/2020;05/05/2020;11/05/2020;USD;25;Patrick Graham;174;Illinois;IL;69780;173.110;Rockford (Township);28;5;10%;1.896,10;948,05
SO - 0005994;In-Store;29/04/2020;01/05/2020;02/05/2020;USD;9;Joshua Ryan;21;California;CA;42791;113.453;Carlsbad;11;7;20%;1.862,60;1.564,58
SO - 0005995;Wholesale;29/04/2020;20/05/2020;24/05/2020;USD;26;Donald Reynolds;287;Oklahoma;OK;164471;403.505;Tulsa;19;7;10%;3.872,60;3.059,35
SO - 0005996;Online;29/04/2020;17/05/2020;24/05/2020;USD;15;Roger Alexander;233;North Carolina;NC;114080;285.342;Greensboro;16;2;7,5%;2.479,00;1.512,19
SO - 0005997;Distributor;29/04/2020;09/05/2020;13/05/2020;USD;25;Patrick Graham;249;New Mexico;NM;38925;101.643;Las Cruces;9;5;7,5%;1.715,20;1.200,64
SO - 0005998;In-Store;29/04/2020;12/05/2020;22/05/2020;USD;3;Jerry Green;245;New Jersey;NJ;92675;281.944;Newark;38;4;5%;3.845,80;1.884,44
SO - 0005999;Online;29/04/2020;16/05/2020;22/05/2020;USD;17;Frank Brown;196;Kansas;KS;74830;186.515;Overland Park;40;8;5%;3.202,60;2.049,66
SO - 0006000;Distributor;29/04/2020;17/05/2020;20/05/2020;USD;24;Roy Rice;322;Texas;TX;59196;187.809;Grand Prairie;30;1;10%;730,30;438,18
SO - 0006001;In-Store;29/04/2020;03/05/2020;13/05/2020;USD;2;Keith Griffin;261;New York;NY;880727;2.636.735;Brooklyn;22;4;40%;1.889,40;1.549,31
SO - 0006002;In-Store;30/04/2020;25/05/2020;27/05/2020;USD;9;Joshua Ryan;201;Louisiana;LA;88476;228.590;Baton Rouge;29;4;5%;3.979,80;3.343,03
SO - 0006003;In-Store;30/04/2020;22/05/2020;24/05/2020;USD;1;Adam Hernandez;80;California;CA;92440;305.658;Stockton;34;1;10%;1.949,70;1.559,76
SO - 0006004;Online;30/04/2020;09/05/2020;11/05/2020;USD;18;Shawn Wallace;38;California;CA;45031;140.847;Fullerton;20;2;15%;2.244,50;1.683,38
SO - 0006005;In-Store;30/04/2020;10/05/2020;18/05/2020;USD;3;Jerry Green;160;Illinois;IL;32297;101.296;Hanover;10;8;10%;2.512,50;1.231,13
SO - 0006006;In-Store;30/04/2020;09/05/2020;10/05/2020;USD;12;Carl Nguyen;154;Illinois;IL;40159;110.683;Bremen;19;8;40%;984,90;679,58
SO - 0006007;In-Store;30/04/2020;06/05/2020;16/05/2020;USD;7;Shawn Cook;266;New York;NY;738644;1.644.518;Manhattan;26;1;15%;1.118,90;704,91
SO - 0006008;Online;30/04/2020;04/05/2020;09/05/2020;USD;17;Frank Brown;170;Illinois;IL;47239;115.070;Peoria;29;3;10%;5.835,70;2.509,35
SO - 0006009;Online;30/04/2020;03/05/2020;11/05/2020;USD;13;Todd Roberts;356;Virginia;VA;166242;452.745;Virginia Beach;44;8;5%;2.860,90;2.288,72
SO - 0006010;Online;30/04/2020;26/05/2020;27/05/2020;USD;19;Nicholas Cunningham;85;California;CA;41216;121.253;Vallejo;34;4;5%;6.304,70;3.026,26
SO - 0006011;Distributor;01/05/2020;25/05/2020;30/05/2020;USD;23;Douglas Tucker;100;Colorado;CO;43249;109.412;Pueblo;25;2;15%;3.262,90;1.925,11
SO - 0006012;In-Store;01/05/2020;09/05/2020;13/05/2020;USD;8;George Lewis;41;California;CA;46713;158.289;Hayward;9;8;5%;227,80;95,68
SO - 0006013;Online;01/05/2020;20/05/2020;24/05/2020;USD;16;Anthony Berry;148;Iowa;IA;41100;102.582;Davenport;47;1;20%;3.839,10;1.727,60
SO - 0006014;In-Store;01/05/2020;05/05/2020;09/05/2020;USD;10;Jonathan Hawkins;18;California;CA;112439;373.640;Bakersfield;22;5;5%;180,90;86,83
SO - 0006015;In-Store;01/05/2020;26/05/2020;04/06/2020;USD;3;Jerry Green;270;New York;NY;782664;2.339.150;Queens;36;5;30%;221,10;148,14
SO - 0006016;Online;01/05/2020;15/05/2020;17/05/2020;USD;17;Frank Brown;88;California;CA;30451;100.890;Vista;17;6;7,5%;884,40;442,20
SO - 0006017;In-Store;01/05/2020;27/05/2020;04/06/2020;USD;8;George Lewis;267;New York;NY;3113535;8.550.405;New York City;3;1;30%;1.775,50;1.296,12
SO - 0006018;In-Store;01/05/2020;23/05/2020;28/05/2020;USD;9;Joshua Ryan;69;California;CA;41029;109.708;San Buenaventura (Ventura);34;2;5%;1.065,30;522,00
SO - 0006019;Wholesale;01/05/2020;05/05/2020;06/05/2020;USD;26;Donald Reynolds;81;California;CA;55094;151.754;Sunnyvale;39;4;20%;3.879,30;1.823,27
SO - 0006020;In-Store;02/05/2020;24/05/2020;27/05/2020;USD;3;Jerry Green;121;Florida;FL;69219;237.069;Hialeah;2;8;5%;5.118,80;3.890,29
SO - 0006021;Distributor;02/05/2020;25/05/2020;30/05/2020;USD;24;Roy Rice;24;California;CA;45409;128.667;Concord;34;2;10%;904,50;515,57
SO - 0006022;Online;03/05/2020;27/05/2020;31/05/2020;USD;17;Frank Brown;224;Missouri;MO;195033;475.378;Kansas City;39;7;40%;1.742,00;992,94
SO - 0006023;Online;03/05/2020;11/05/2020;13/05/2020;USD;15;Roger Alexander;332;Texas;TX;43214;132.950;Midland;21;3;5%;4.013,30;2.688,91
SO - 0006024;In-Store;03/05/2020;17/05/2020;20/05/2020;USD;8;George Lewis;246;New Jersey;NJ;43037;147.754;Paterson;26;5;20%;1.306,50;1.084,40
SO - 0006025;Online;03/05/2020;28/05/2020;03/06/2020;USD;19;Nicholas Cunningham;37;California;CA;161914;520.052;Fresno;16;1;5%;3.222,70;2.610,39
SO - 0006026;In-Store;03/05/2020;29/05/2020;01/06/2020;USD;11;Joshua Little;207;Massachusetts;MA;43801;110.402;Cambridge;36;8;5%;3.973,10;1.907,09
SO - 0006027;Online;03/05/2020;14/05/2020;20/05/2020;USD;17;Frank Brown;38;California;CA;45031;140.847;Fullerton;27;5;10%;1.078,70;539,35
SO - 0006028;In-Store;03/05/2020;24/05/2020;25/05/2020;USD;1;Adam Hernandez;49;California;CA;70481;211.266;Modesto;27;5;20%;3.926,20;1.845,31
SO - 0006029;Distributor;03/05/2020;12/05/2020;19/05/2020;USD;22;Joe Price;292;Oregon;OR;57729;164.549;Salem;11;4;5%;201,00;84,42
SO - 0006030;In-Store;04/05/2020;18/05/2020;26/05/2020;USD;7;Shawn Cook;176;Illinois;IL;50575;116.565;Springfield;30;8;20%;3.685,00;2.395,25
SO - 0006031;Distributor;04/05/2020;21/05/2020;29/05/2020;USD;21;Samuel Fowler;220;Minnesota;MN;43634;112.225;Rochester;33;6;20%;3.530,90;1.482,98
SO - 0006032;Online;04/05/2020;06/05/2020;11/05/2020;USD;18;Shawn Wallace;63;California;CA;36973;109.708;Richmond;14;7;10%;777,20;349,74
SO - 0007241;Online;22/09/2020;06/10/2020;12/10/2020;USD;13;Todd Roberts;86;California;CA;31886;122.225;Victorville;1;3;5%;2.010,00;964,80
SO - 0006034;Online;04/05/2020;29/05/2020;30/05/2020;USD;16;Anthony Berry;36;California;CA;72684;232.206;Fremont;26;4;20%;1.139,00;569,50
SO - 0006035;In-Store;04/05/2020;28/05/2020;06/06/2020;USD;3;Jerry Green;83;California;CA;45912;129.339;Thousand Oaks;11;3;10%;167,50;118,93
SO - 0006036;Online;05/05/2020;26/05/2020;30/05/2020;USD;20;Anthony Torres;38;California;CA;45031;140.847;Fullerton;46;6;7,5%;201,00;120,60
SO - 0006037;Distributor;05/05/2020;31/05/2020;03/06/2020;USD;24;Roy Rice;133;Florida;FL;59221;179.413;Port St. Lucie;16;1;40%;5.607,90;4.149,85
SO - 0006038;In-Store;05/05/2020;24/05/2020;31/05/2020;USD;9;Joshua Ryan;318;Texas;TX;220682;681.124;El Paso;35;8;15%;3.886,00;2.059,58
SO - 0006039;In-Store;05/05/2020;09/05/2020;11/05/2020;USD;7;Shawn Cook;255;Nevada;NV;92283;241.445;Reno;19;4;10%;3.343,30;2.407,18
SO - 0006040;Online;05/05/2020;30/05/2020;01/06/2020;USD;18;Shawn Wallace;224;Missouri;MO;195033;475.378;Kansas City;25;8;5%;2.814,00;1.181,88
SO - 0006041;In-Store;05/05/2020;14/05/2020;23/05/2020;USD;12;Carl Nguyen;130;Florida;FL;37821;107.888;Palm Bay;33;7;15%;991,60;505,72
SO - 0006042;Distributor;05/05/2020;13/05/2020;14/05/2020;USD;23;Douglas Tucker;217;Michigan;MI;49444;132.052;Sterling Heights;38;7;7,5%;1.159,10;475,23
SO - 0006043;In-Store;06/05/2020;11/05/2020;15/05/2020;USD;8;George Lewis;244;New Jersey;NJ;99058;264.290;Jersey City;9;2;5%;2.499,10;1.074,61
SO - 0006044;In-Store;06/05/2020;25/05/2020;01/06/2020;USD;2;Keith Griffin;191;Indiana;IN;58263;137.215;Washington;28;8;30%;2.298,10;1.493,77
SO - 0006045;Distributor;06/05/2020;27/05/2020;30/05/2020;USD;21;Samuel Fowler;152;Illinois;IL;44798;148.308;Aurora (Township);26;7;7,5%;1.139,00;569,50
SO - 0006046;In-Store;06/05/2020;23/05/2020;25/05/2020;USD;5;Stephen Payne;113;District of Columbia;DC;273390;672.228;Washington;15;5;7,5%;1.835,80;1.542,07
SO - 0006047;In-Store;06/05/2020;21/05/2020;26/05/2020;USD;9;Joshua Ryan;31;California;CA;49316;166.913;Elk Grove;28;1;5%;1.098,80;922,99
SO - 0006048;Distributor;07/05/2020;26/05/2020;03/06/2020;USD;22;Joe Price;296;Rhode Island;RI;61481;179.207;Providence;30;7;10%;3.825,70;3.175,33
SO - 0006049;In-Store;07/05/2020;30/05/2020;07/06/2020;USD;8;George Lewis;62;California;CA;25199;103.132;Rialto;37;7;7,5%;911,20;765,41
SO - 0006050;Online;07/05/2020;10/05/2020;18/05/2020;USD;17;Frank Brown;160;Illinois;IL;32297;101.296;Hanover;34;7;40%;2.572,80;1.312,13
SO - 0006051;In-Store;07/05/2020;14/05/2020;22/05/2020;USD;1;Adam Hernandez;278;Ohio;OH;83684;197.542;Akron;12;3;5%;227,80;177,68
SO - 0006052;Distributor;07/05/2020;23/05/2020;28/05/2020;USD;22;Joe Price;318;Texas;TX;220682;681.124;El Paso;21;7;15%;1.266,30;835,76
SO - 0006053;Wholesale;07/05/2020;17/05/2020;21/05/2020;USD;25;Patrick Graham;366;Wisconsin;WI;104087;248.951;Madison;17;6;15%;2.626,40;1.943,54
SO - 0006054;In-Store;07/05/2020;09/05/2020;10/05/2020;USD;4;Chris Armstrong;61;California;CA;55240;175.236;Rancho Cucamonga;13;5;7,5%;783,90;368,43
SO - 0006055;Online;07/05/2020;24/05/2020;27/05/2020;USD;18;Shawn Wallace;65;California;CA;46547;130.269;Roseville;2;3;10%;2.968,10;1.869,90
SO - 0006056;Online;08/05/2020;15/05/2020;21/05/2020;USD;17;Frank Brown;12;Arizona;AZ;102424;236.839;Scottsdale;41;5;40%;3.075,30;1.722,17
