Ordernumber,Saleschannel,Orderdate,Shipdate,Deliverydate,Currencycode,Salesteamid,SalesteamName,Storid,Statename,Statecode,Householdincome,Population,Cityname,Productid,Productname,Orderquantity,DiscountApplied,Unitprice,UnitCost,Revenue,Profit,,
SO - 0007885,Online,2020-12-06,2020-12-16,2020-12-18,USD,15,Roger Alexander,282,Ohio,OH,57316,140599,Dayton,18,Basketball,2,7.50%,3966.4,1745.22,594.96,-1150.26,,
SO - 0005962,Online,2020-04-26,2020-05-21,2020-05-26,USD,16,Anthony Berry,107,Connecticut,CT,49771,130322,New Haven,15,Outdoor Furniture,7,7.50%,5594.5,4083.99,2937.11,-1146.87,,
SO - 0005815,Online,2020-04-07,2020-04-14,2020-04-23,USD,20,Anthony Torres,226,Missouri,MO,139555,315685,St. Louis,4,Serveware,2,7.50%,1849.2,1423.88,277.38,-1146.5,,
SO - 0006009,Online,2020-04-30,2020-05-03,2020-05-11,USD,13,Todd Roberts,356,Virginia,VA,166242,452745,Virginia Beach,44,Pillows,8,5%,2860.9,2288.72,1144.36,-1144.36,,
SO - 0007391,Online,2020-10-10,2020-10-14,2020-10-22,USD,13,Todd Roberts,363,Washington,WA,79026,207948,Tacoma,7,Dinnerware,1,7.50%,1829.1,1280.37,137.18,-1143.19,,
SO - 0005846,In-Store,2020-04-11,2020-04-20,2020-04-23,USD,7,Shawn Cook,358,Washington,WA,42079,108010,Everett,8,Cocktail Glasses,1,7.50%,1855.9,1280.57,139.19,-1141.38,,
SO - 0005017,In-Store,2020-01-07,2020-01-25,2020-02-01,USD,7,Shawn Cook,212,Maryland,MD,39893,102116,Columbia,2,Photo Frames,3,5%,1728.6,1400.17,259.29,-1140.88,,
SO - 0005996,Online,2020-04-29,2020-05-17,2020-05-24,USD,15,Roger Alexander,233,North Carolina,NC,114080,285342,Greensboro,16,Stemware,2,7.50%,2479,1512.19,371.85,-1140.34,,
SO - 0005556,Distributor,2020-03-07,2020-03-24,2020-03-30,USD,21,Samuel Fowler,328,Texas,TX,90433,249042,Lubbock,18,Basketball,5,7.50%,2680,2144,1005,-1139,,
SO - 0006511,In-Store,2020-06-30,2020-07-06,2020-07-09,USD,4,Chris Armstrong,6,Arizona,AZ,88973,260828,Chandler,3,Table Lamps,3,10%,2465.6,1873.86,739.68,-1134.18,,
SO - 0006462,Wholesale,2020-06-23,2020-07-13,2020-07-17,USD,28,Carlos Miller,350,Virginia,VA,98441,220173,Arlington,35,Table Linens,1,5%,1829.1,1225.5,91.46,-1134.04,,
SO - 0007239,In-Store,2020-09-22,2020-10-08,2020-10-11,USD,4,Chris Armstrong,130,Florida,FL,37821,107888,Palm Bay,29,Pendants,2,20%,3906.1,2695.21,1562.44,-1132.77,,
SO - 0007297,In-Store,2020-09-29,2020-10-16,2020-10-23,USD,8,George Lewis,323,Texas,TX,814599,2296224,Houston,43,Festive,7,5%,3906.1,2499.9,1367.14,-1132.77,,
SO - 0007388,Distributor,2020-10-10,2020-10-12,2020-10-13,USD,22,Joe Price,263,New York,NY,241539,771018,Hempstead (Town),39,Floor Lamps,2,5%,3142.3,1445.46,314.23,-1131.23,,
SO - 0007602,Online,2020-11-02,2020-11-25,2020-11-30,USD,17,Frank Brown,132,Florida,FL,41422,107762,Pompano Beach,4,Serveware,5,5%,3631.4,2033.58,907.85,-1125.73,,
SO - 0005515,In-Store,2020-03-01,2020-03-15,2020-03-18,USD,10,Jonathan Hawkins,195,Kansas,KS,45742,134305,Olathe,19,Vanities,4,5%,3872.6,1897.57,774.52,-1123.05,,
SO - 0007462,In-Store,2020-10-18,2020-10-20,2020-10-24,USD,6,Joshua Bennett,217,Michigan,MI,49444,132052,Sterling Heights,7,Dinnerware,4,7.50%,2338.3,1823.87,701.49,-1122.38,,
SO - 0005078,Distributor,2020-01-12,2020-02-09,2020-02-14,USD,22,Joe Price,292,Oregon,OR,57729,164549,Salem,36,Clocks,8,5%,3859.2,2662.85,1543.68,-1119.17,,
SO - 0006600,In-Store,2020-07-09,2020-08-04,2020-08-08,USD,2,Keith Griffin,133,Florida,FL,59221,179413,Port St. Lucie,36,Clocks,5,7.50%,3926.2,2591.29,1472.33,-1118.97,,
SO - 0006207,Distributor,2020-05-25,2020-06-15,2020-06-19,USD,23,Douglas Tucker,138,Florida,FL,41474,106779,West Palm Beach,32,Vases,1,15%,1695.1,1373.03,254.27,-1118.77,,
SO - 0006630,In-Store,2020-07-12,2020-08-04,2020-08-06,USD,9,Joshua Ryan,185,Indiana,IN,316037,862781,Indianapolis,1,Cookware,2,15%,3604.6,2198.81,1081.38,-1117.43,,
SO - 0006272,In-Store,2020-05-31,2020-06-24,2020-06-30,USD,5,Stephen Payne,154,Illinois,IL,40159,110683,Bremen,8,Cocktail Glasses,2,10%,2659.9,1649.14,531.98,-1117.16,,
SO - 0005998,In-Store,2020-04-29,2020-05-12,2020-05-22,USD,3,Jerry Green,245,New Jersey,NJ,92675,281944,Newark,38,Wardrobes,4,5%,3845.8,1884.44,769.16,-1115.28,,
SO - 0005657,In-Store,2020-03-21,2020-03-29,2020-04-06,USD,3,Jerry Green,173,Illinois,IL,58559,148278,Rockford,24,Wall Frames,4,7.50%,3484,2160.08,1045.2,-1114.88,,
SO - 0007314,Distributor,2020-10-01,2020-10-13,2020-10-21,USD,24,Roy Rice,363,Washington,WA,79026,207948,Tacoma,41,Collectibles,5,0.10,3959.7,3088.57,1979.85,-1108.72,,
SO - 0006396,Wholesale,2020-06-15,2020-06-18,2020-06-21,USD,26,Donald Reynolds,333,Texas,TX,39057,118968,Odessa,13,Bakeware,6,7.50%,5038.4,3375.73,2267.28,-1108.45,,
SO - 0007416,Distributor,2020-10-13,2020-11-09,2020-11-11,USD,24,Roy Rice,265,New York,NY,101387,336113,Islip,20,Bar Tools,3,0.05,3953,1699.79,592.95,-1106.84,,
SO - 0006354,Online,2020-06-10,2020-07-04,2020-07-08,USD,15,Roger Alexander,89,California,CA,30816,108484,West Covina,26,Candles,2,7.50%,2559.4,1484.45,383.91,-1100.54,,
SO - 0007738,Online,2020-11-17,2020-12-15,2020-12-20,USD,14,Paul Holmes,176,Illinois,IL,50575,116565,Springfield,41,Collectibles,1,20%,2820.7,1664.21,564.14,-1100.07,,
SO - 0007209,Online,2020-09-19,2020-09-29,2020-10-08,USD,13,Todd Roberts,111,Connecticut,CT,40213,108802,Waterbury,11,Ornaments,4,10%,2499.1,2099.24,999.64,-1099.6,,
SO - 0006682,In-Store,2020-07-18,2020-07-30,2020-08-05,USD,7,Shawn Cook,50,California,CA,51693,204198,Moreno Valley,17,Furniture Cushions,6,5%,3664.9,2198.94,1099.47,-1099.47,,
SO - 0005854,Online,2020-04-12,2020-05-04,2020-05-10,USD,16,Anthony Berry,315,Texas,TX,114817,324074,Corpus Christi,26,Candles,1,5%,2338.3,1215.92,116.92,-1099,,
SO - 0006694,In-Store,2020-07-19,2020-08-15,2020-08-25,USD,8,George Lewis,127,Florida,FL,31003,113187,Miami Gardens,35,Table Linens,6,5%,3919.5,2273.31,1175.85,-1097.46,,
SO - 0005006,In-Store,2020-01-06,2020-01-09,2020-01-11,USD,11,Joshua Little,73,California,CA,37861,103536,San Mateo,13,Bakeware,2,7.50%,1989.9,1392.93,298.49,-1094.45,,
SO - 0005284,In-Store,2020-02-06,2020-02-18,2020-02-19,USD,5,Stephen Payne,342,Texas,TX,37644,103700,Tyler,33,Outdoor Decor,2,10%,3906.1,1874.93,781.22,-1093.71,,
SO - 0006123,Online,2020-05-16,2020-06-05,2020-06-06,USD,17,Frank Brown,288,Oregon,OR,66093,163460,Eugene,47,Audio,2,7.50%,2733.6,1503.48,410.04,-1093.44,,
SO - 0005972,Online,2020-04-27,2020-05-14,2020-05-18,USD,18,Shawn Wallace,288,Oregon,OR,66093,163460,Eugene,21,Floral,1,20%,3035.1,1699.66,607.02,-1092.64,,
SO - 0005855,Online,2020-04-12,2020-04-25,2020-04-30,USD,15,Roger Alexander,156,Illinois,IL,1035436,2720546,Chicago,12,Dining Furniture,7,5%,3899.4,2456.62,1364.79,-1091.83,,
SO - 0005753,In-Store,2020-04-01,2020-04-03,2020-04-10,USD,6,Joshua Bennett,71,California,CA,353287,864816,San Francisco,43,Festive,6,7.50%,5735.2,3670.53,2580.84,-1089.69,,
SO - 0005665,In-Store,2020-03-21,2020-03-23,2020-03-28,USD,2,Keith Griffin,293,Pennsylvania,PA,41244,120207,Allentown,34,Bedroom Furniture,3,7.50%,1963.1,1531.22,441.7,-1089.52,,
SO - 0006821,Distributor,2020-08-04,2020-08-10,2020-08-14,USD,25,Patrick Graham,276,New York,NY,523690,1455444,The Bronx,20,Bar Tools,4,10%,2720.2,2176.16,1088.08,-1088.08,,
SO - 0007376,In-Store,2020-10-08,2020-10-29,2020-11-01,USD,5,Stephen Payne,65,California,CA,46547,130269,Roseville,42,Bean Bags,4,5%,3879.3,1862.06,775.86,-1086.2,,
SO - 0005442,Distributor,2020-02-23,2020-03-12,2020-03-15,USD,24,Roy Rice,60,California,CA,39378,153266,Pomona,12,Dining Furniture,8,0.05,2405.3,2044.51,962.12,-1082.39,,
SO - 0007521,Online,2020-10-25,2020-11-20,2020-11-30,USD,14,Paul Holmes,273,New York,NY,39425,118275,Smithtown,27,Wreaths,2,15%,2351.7,1787.29,705.51,-1081.78,,
SO - 0005641,In-Store,2020-03-18,2020-04-07,2020-04-15,USD,11,Joshua Little,149,Iowa,IA,81717,210330,Des Moines,32,Vases,2,7.50%,2512.5,1457.25,376.88,-1080.38,,
SO - 0006618,In-Store,2020-07-11,2020-08-03,2020-08-12,USD,5,Stephen Payne,190,Indiana,IN,38889,103365,Warren,34,Bedroom Furniture,5,7.50%,2666.6,2079.95,999.98,-1079.97,,
SO - 0007041,In-Store,2020-08-31,2020-09-21,2020-09-22,USD,7,Shawn Cook,80,California,CA,92440,305658,Stockton,35,Table Linens,4,5%,3999.9,1879.95,799.98,-1079.97,,
SO - 0006825,Distributor,2020-08-04,2020-08-29,2020-09-08,USD,24,Roy Rice,103,Connecticut,CT,50367,147629,Bridgeport,32,Vases,1,0.05,2398.6,1199.3,119.93,-1079.37,,
SO - 0005894,In-Store,2020-04-18,2020-05-01,2020-05-04,USD,7,Shawn Cook,280,Ohio,OH,167100,388072,Cleveland,27,Wreaths,3,10%,3852.5,2234.45,1155.75,-1078.7,,
SO - 0005547,In-Store,2020-03-06,2020-03-31,2020-04-08,USD,5,Stephen Payne,321,Texas,TX,74912,236897,Garland,22,Wine Storage,6,5%,2619.7,1859.99,785.91,-1074.08,,
SO - 0006788,Online,2020-07-30,2020-08-06,2020-08-08,USD,18,Shawn Wallace,138,Florida,FL,41474,106779,West Palm Beach,46,Sculptures,1,5%,2438.8,1195.01,121.94,-1073.07,,
SO - 0006402,In-Store,2020-06-16,2020-06-21,2020-06-26,USD,10,Jonathan Hawkins,80,California,CA,92440,305658,Stockton,12,Dining Furniture,2,10%,1849.2,1442.38,369.84,-1072.54,,
SO - 0006278,In-Store,2020-06-01,2020-06-14,2020-06-21,USD,4,Chris Armstrong,75,California,CA,43433,126215,Santa Clara,26,Candles,3,7.50%,1715.2,1457.92,385.92,-1072,,
SO - 0006039,In-Store,2020-05-05,2020-05-09,2020-05-11,USD,7,Shawn Cook,255,Nevada,NV,92283,241445,Reno,19,Vanities,4,10%,3343.3,2407.18,1337.32,-1069.86,,
SO - 0006948,Online,2020-08-20,2020-08-25,2020-09-04,USD,18,Shawn Wallace,44,California,CA,87235,256927,Irvine,7,Dinnerware,2,5%,1943,1262.95,194.3,-1068.65,,
SO - 0006235,Distributor,2020-05-28,2020-06-06,2020-06-16,USD,22,Joe Price,167,Illinois,IL,37133,102708,Naperville (Township),32,Vases,7,7.50%,3879.3,3103.44,2036.63,-1066.81,,
SO - 0005889,Online,2020-04-17,2020-05-14,2020-05-20,USD,17,Frank Brown,114,Florida,FL,40453,106604,Brandon,4,Serveware,5,5%,2532.6,1696.84,633.15,-1063.69,,
SO - 0006440,Distributor,2020-06-21,2020-07-19,2020-07-24,USD,25,Patrick Graham,350,Virginia,VA,98441,220173,Arlington,3,Table Lamps,7,5%,2472.3,1928.39,865.31,-1063.09,,
SO - 0005717,In-Store,2020-03-28,2020-04-12,2020-04-16,USD,1,Adam Hernandez,246,New Jersey,NJ,43037,147754,Paterson,24,Wall Frames,5,5%,1829.1,1518.15,457.28,-1060.88,,
SO - 0007617,Wholesale,2020-11-04,2020-11-13,2020-11-21,USD,26,Donald Reynolds,187,Indiana,IN,58240,157105,North,47,Audio,2,7.50%,2519.2,1435.94,377.88,-1058.06,,
SO - 0006530,Online,2020-07-02,2020-07-19,2020-07-20,USD,18,Shawn Wallace,258,New York,NY,49558,125109,Amherst,45,Home Fragrances,2,15%,2244.5,1728.27,673.35,-1054.92,,
SO - 0006642,Online,2020-07-14,2020-08-09,2020-08-19,USD,19,Nicholas Cunningham,34,California,CA,34623,112970,Fairfield,21,Floral,3,10%,2505.8,1804.18,751.74,-1052.44,,
SO - 0005673,In-Store,2020-03-22,2020-04-13,2020-04-22,USD,11,Joshua Little,249,New Mexico,NM,38925,101643,Las Cruces,1,Cookware,2,20%,3001.6,2251.2,1200.64,-1050.56,,
SO - 0005369,Distributor,2020-02-16,2020-03-05,2020-03-07,USD,24,Roy Rice,272,New York,NY,85741,209802,Rochester,23,Accessories,8,0.05,3175.8,2318.33,1270.32,-1048.01,,
SO - 0006847,Online,2020-08-07,2020-08-17,2020-08-27,USD,13,Todd Roberts,132,Florida,FL,41422,107762,Pompano Beach,3,Table Lamps,3,15%,2988.2,2390.56,1344.69,-1045.87,,
SO - 0006447,Online,2020-06-21,2020-07-16,2020-07-26,USD,18,Shawn Wallace,4,Alabama,AL,79866,200602,Montgomery,38,Wardrobes,1,40%,2680,2117.2,1072,-1045.2,,
SO - 0006860,In-Store,2020-08-09,2020-09-06,2020-09-15,USD,5,Stephen Payne,76,California,CA,59247,182371,Santa Clarita,15,Outdoor Furniture,6,7.50%,2613,2221.05,1175.85,-1045.2,,
SO - 0006203,In-Store,2020-05-24,2020-06-04,2020-06-08,USD,11,Joshua Little,58,California,CA,42720,158351,Palmdale,33,Outdoor Decor,3,5%,1681.7,1294.91,252.26,-1042.65,,
SO - 0007341,Online,2020-10-04,2020-10-17,2020-10-21,USD,20,Anthony Torres,115,Florida,FL,58967,175229,Cape Coral,38,Wardrobes,1,7.50%,2291.4,1214.44,171.86,-1042.59,,
SO - 0007540,In-Store,2020-10-27,2020-11-06,2020-11-09,USD,10,Jonathan Hawkins,320,Texas,TX,45452,154407,Frisco,39,Floor Lamps,4,5%,1708.5,1383.89,341.7,-1042.19,,
SO - 0006885,Wholesale,2020-08-12,2020-09-01,2020-09-07,USD,27,Shawn Torres,247,New Jersey,NJ,33375,102105,Woodbridge (Township),21,Floral,3,10%,3155.7,1988.09,946.71,-1041.38,,
SO - 0006441,Wholesale,2020-06-21,2020-07-09,2020-07-12,USD,27,Shawn Torres,246,New Jersey,NJ,43037,147754,Paterson,45,Home Fragrances,6,7.50%,2666.6,2239.94,1199.97,-1039.97,,
SO - 0006061,Wholesale,2020-05-08,2020-05-26,2020-06-05,USD,26,Donald Reynolds,19,California,CA,45917,120972,Berkeley,41,Collectibles,3,15%,3845.8,2768.98,1730.61,-1038.37,,
SO - 0007084,In-Store,2020-09-05,2020-09-11,2020-09-18,USD,2,Keith Griffin,256,Nevada,NV,70748,183937,Spring Valley,42,Bean Bags,3,7.50%,2499.1,1599.42,562.3,-1037.13,,
SO - 0007088,Wholesale,2020-09-05,2020-09-22,2020-10-02,USD,26,Donald Reynolds,30,California,CA,32564,103679,El Cajon,25,TV and video,4,10%,3986.5,2631.09,1594.6,-1036.49,,
SO - 0006276,In-Store,2020-06-01,2020-06-13,2020-06-18,USD,9,Joshua Ryan,281,Ohio,OH,334724,850106,Columbus,8,Cocktail Glasses,1,10%,2525.9,1288.21,252.59,-1035.62,,
SO - 0004985,Online,2020-01-03,2020-01-29,2020-02-04,USD,13,Todd Roberts,349,Virginia,VA,66879,153511,Alexandria,6,Computers,5,5%,2351.7,1622.67,587.93,-1034.75,,
SO - 0005270,Online,2020-02-04,2020-02-16,2020-02-18,USD,18,Shawn Wallace,85,California,CA,41216,121253,Vallejo,42,Bean Bags,4,7.50%,2345,1735.3,703.5,-1031.8,,
SO - 0005037,Distributor,2020-01-08,2020-02-04,2020-02-09,USD,25,Patrick Graham,303,Tennessee,TN,81073,185291,Knoxville,24,Wall Frames,3,7.50%,2318.2,1553.19,521.6,-1031.6,,
SO - 0006217,Distributor,2020-05-26,2020-06-21,2020-07-01,USD,22,Joe Price,60,California,CA,39378,153266,Pomona,2,Photo Frames,4,10%,3430.4,2401.28,1372.16,-1029.12,,
SO - 0007162,Distributor,2020-09-15,2020-10-02,2020-10-08,USD,20,Anthony Torres,68,California,CA,57580,216108,San Bernardino,41,Collectibles,1,10%,2231.1,1249.42,223.11,-1026.31,,
SO - 0007452,Distributor,2020-10-17,2020-10-28,2020-11-04,USD,22,Joe Price,75,California,CA,43433,126215,Santa Clara,42,Bean Bags,8,5%,3658.2,2487.58,1463.28,-1024.3,,
SO - 0005259,In-Store,2020-02-02,2020-02-04,2020-02-13,USD,4,Chris Armstrong,76,California,CA,59247,182371,Santa Clarita,38,Wardrobes,8,5%,2438.8,1999.82,975.52,-1024.3,,
SO - 0005447,Distributor,2020-02-23,2020-02-29,2020-03-08,USD,24,Roy Rice,253,Nevada,NV,68686,234807,North Las Vegas,12,Dining Furniture,3,0.10,1969.8,1615.24,590.94,-1024.3,,
SO - 0007184,Online,2020-09-17,2020-09-29,2020-10-05,USD,19,Nicholas Cunningham,88,California,CA,30451,100890,Vista,46,Sculptures,1,10%,1963.1,1217.12,196.31,-1020.81,,
SO - 0005731,In-Store,2020-03-29,2020-03-31,2020-04-10,USD,2,Keith Griffin,252,Nevada,NV,215614,623747,Las Vegas,5,Bathroom Furniture,3,7.50%,2874.3,1667.09,646.72,-1020.38,,
SO - 0007102,Online,2020-09-07,2020-10-04,2020-10-13,USD,18,Shawn Wallace,268,New York,NY,76523,230614,North Hempstead,45,Home Fragrances,4,10%,2318.2,1947.29,927.28,-1020.01,,
SO - 0005756,In-Store,2020-04-01,2020-04-27,2020-05-01,USD,1,Adam Hernandez,4,Alabama,AL,79866,200602,Montgomery,42,Bean Bags,2,7.50%,3631.4,1561.5,544.71,-1016.79,,
SO - 0006542,In-Store,2020-07-03,2020-07-05,2020-07-11,USD,8,George Lewis,308,Texas,TX,74769,198645,Amarillo,7,Dinnerware,5,5%,1882.7,1487.33,470.68,-1016.66,,
SO - 0007303,In-Store,2020-09-30,2020-10-20,2020-10-28,USD,6,Joshua Bennett,171,Illinois,IL,43267,104291,Peoria City,40,Rugs,6,5%,3276.3,1998.54,982.89,-1015.65,,
SO - 0006961,In-Store,2020-08-21,2020-09-03,2020-09-13,USD,10,Jonathan Hawkins,348,Utah,UT,36213,136208,West Valley City,35,Table Linens,6,7.50%,3624.7,2646.03,1631.12,-1014.92,,
SO - 0007537,Wholesale,2020-10-27,2020-11-18,2020-11-26,USD,27,Shawn Torres,219,Minnesota,MN,168385,410939,Minneapolis,9,Baseball,1,5%,1989.9,1114.34,99.5,-1014.85,,
SO - 0005426,Online,2020-02-21,2020-02-24,2020-02-25,USD,16,Anthony Berry,204,Louisiana,LA,153140,389617,New Orleans,14,Mirrors,5,7.50%,2499.1,1949.3,937.16,-1012.14,,
SO - 0007461,Online,2020-10-18,2020-11-06,2020-11-08,USD,14,Paul Holmes,76,California,CA,59247,182371,Santa Clarita,30,Wall Coverings,3,15%,3892.7,2763.82,1751.72,-1012.1,,
SO - 0005785,In-Store,2020-04-04,2020-04-30,2020-05-09,USD,11,Joshua Little,234,North Carolina,NC,40973,110268,High Point,34,Bedroom Furniture,5,5%,2351.7,1599.16,587.93,-1011.23,,
SO - 0006004,Online,2020-04-30,2020-05-09,2020-05-11,USD,18,Shawn Wallace,38,California,CA,45031,140847,Fullerton,20,Bar Tools,2,15%,2244.5,1683.38,673.35,-1010.03,,
SO - 0006811,In-Store,2020-08-03,2020-08-12,2020-08-20,USD,10,Jonathan Hawkins,176,Illinois,IL,50575,116565,Springfield,47,Audio,2,10%,3879.3,1784.48,775.86,-1008.62,,
SO - 0005807,Online,2020-04-06,2020-04-09,2020-04-13,USD,13,Todd Roberts,283,Ohio,OH,117531,279789,Toledo,25,TV and video,1,10%,1708.5,1178.87,170.85,-1008.02,,
SO - 0006221,In-Store,2020-05-27,2020-06-21,2020-06-25,USD,3,Jerry Green,220,Minnesota,MN,43634,112225,Rochester,17,Furniture Cushions,1,5%,2398.6,1127.34,119.93,-1007.41,,
SO - 0006746,Online,2020-07-25,2020-08-08,2020-08-17,USD,13,Todd Roberts,334,Texas,TX,49256,153784,Pasadena,40,Rugs,6,7.50%,6291.3,3837.69,2831.09,-1006.61,,
SO - 0007034,Online,2020-08-30,2020-09-09,2020-09-18,USD,13,Todd Roberts,271,New York,NY,34566,135257,Ramapo,30,Wall Coverings,7,5%,2646.5,1931.95,926.28,-1005.67,,
SO - 0006822,Distributor,2020-08-04,2020-08-28,2020-09-05,USD,24,Roy Rice,142,Georgia,GA,72760,200579,Columbus,18,Basketball,2,0.20,4020,2613,1608,-1005,,
SO - 0005987,In-Store,2020-04-28,2020-05-10,2020-05-20,USD,1,Adam Hernandez,349,Virginia,VA,66879,153511,Alexandria,46,Sculptures,1,20%,1969.8,1398.56,393.96,-1004.6,,
SO - 0007135,In-Store,2020-09-12,2020-09-22,2020-09-27,USD,8,George Lewis,306,Tennessee,TN,248677,678889,Nashville,3,Table Lamps,1,15%,2231.1,1338.66,334.67,-1004,,
SO - 0006865,Wholesale,2020-08-09,2020-09-03,2020-09-09,USD,28,Carlos Miller,206,Massachusetts,MA,256294,667137,Boston,41,Collectibles,3,5%,2438.8,1365.73,365.82,-999.91,,
SO - 0006293,Wholesale,2020-06-02,2020-06-10,2020-06-20,USD,28,Carlos Miller,362,Washington,WA,87623,213272,Spokane,25,TV and video,4,5%,3845.8,1769.07,769.16,-999.91,,
SO - 0007360,Online,2020-10-06,2020-10-20,2020-10-29,USD,15,Roger Alexander,197,Kansas,KS,52711,127265,Topeka,6,Computers,2,7.50%,2773.8,1414.64,416.07,-998.57,,
SO - 0005732,In-Store,2020-03-30,2020-04-01,2020-04-08,USD,7,Shawn Cook,303,Tennessee,TN,81073,185291,Knoxville,4,Serveware,2,5%,1996.6,1197.96,199.66,-998.3,,
SO - 0005152,Online,2020-01-20,2020-02-05,2020-02-15,USD,16,Anthony Berry,111,Connecticut,CT,40213,108802,Waterbury,3,Table Lamps,1,20%,1782.2,1354.47,356.44,-998.03,,
SO - 0005257,In-Store,2020-02-02,2020-02-11,2020-02-15,USD,10,Jonathan Hawkins,229,North Carolina,NC,56034,159769,Cary,16,Stemware,7,7.50%,3906.1,3046.76,2050.7,-996.06,,
SO - 0007141,Online,2020-09-13,2020-09-23,2020-09-26,USD,13,Todd Roberts,8,Arizona,AZ,79152,240126,Glendale,42,Bean Bags,6,7.50%,2619.7,2174.35,1178.87,-995.49,,
SO - 0005400,Online,2020-02-19,2020-03-03,2020-03-05,USD,17,Frank Brown,68,California,CA,57580,216108,San Bernardino,37,Platters,2,20%,2914.5,2156.73,1165.8,-990.93,,
SO - 0005876,Online,2020-04-15,2020-04-21,2020-04-25,USD,19,Nicholas Cunningham,222,Missouri,MO,45024,119108,Columbia,42,Bean Bags,6,7.50%,3953,2767.1,1778.85,-988.25,,
SO - 0006302,In-Store,2020-06-03,2020-06-19,2020-06-27,USD,10,Jonathan Hawkins,100,Colorado,CO,43249,109412,Pueblo,32,Vases,4,15%,3953,3360.05,2371.8,-988.25,,
SO - 0005430,Distributor,2020-02-22,2020-02-28,2020-02-29,USD,25,Patrick Graham,270,New York,NY,782664,2339150,Queens,32,Vases,3,5%,3289.7,1480.37,493.46,-986.91,,
SO - 0006614,Online,2020-07-11,2020-07-30,2020-08-07,USD,17,Frank Brown,360,Washington,WA,37994,100242,Renton,17,Furniture Cushions,6,5%,1929.6,1562.98,578.88,-984.1,,
SO - 0005958,Online,2020-04-25,2020-05-04,2020-05-09,USD,15,Roger Alexander,101,Colorado,CO,42679,133451,Thornton,19,Vanities,1,7.50%,1681.7,1109.92,126.13,-983.8,,
SO - 0007489,In-Store,2020-10-22,2020-10-30,2020-11-03,USD,8,George Lewis,61,California,CA,55240,175236,Rancho Cucamonga,13,Bakeware,4,7.50%,2398.6,1703.01,719.58,-983.43,,
SO - 0005045,In-Store,2020-01-09,2020-01-14,2020-01-19,USD,6,Joshua Bennett,339,Texas,TX,36409,100450,San Angelo,19,Vanities,5,5%,5460.5,2348.02,1365.13,-982.89,,
SO - 0006055,Online,2020-05-07,2020-05-24,2020-05-27,USD,18,Shawn Wallace,65,California,CA,46547,130269,Roseville,2,Photo Frames,3,10%,2968.1,1869.9,890.43,-979.47,,
SO - 0006906,In-Store,2020-08-14,2020-08-22,2020-08-25,USD,7,Shawn Cook,148,Iowa,IA,41100,102582,Davenport,18,Basketball,1,30%,5152.3,2524.63,1545.69,-978.94,,
SO - 0005585,In-Store,2020-03-10,2020-03-15,2020-03-16,USD,7,Shawn Cook,256,Nevada,NV,70748,183937,Spring Valley,19,Vanities,2,7.50%,3912.8,1565.12,586.92,-978.2,,
SO - 0006804,In-Store,2020-08-02,2020-08-17,2020-08-26,USD,5,Stephen Payne,221,Minnesota,MN,112988,300851,St. Paul,20,Bar Tools,3,5%,1715.2,1234.94,257.28,-977.66,,
SO - 0006616,Distributor,2020-07-11,2020-07-22,2020-07-30,USD,22,Joe Price,64,California,CA,91267,322424,Riverside,4,Serveware,6,7.50%,3886,2720.2,1748.7,-971.5,,
SO - 0006373,In-Store,2020-06-12,2020-07-04,2020-07-14,USD,5,Stephen Payne,283,Ohio,OH,117531,279789,Toledo,41,Collectibles,6,5%,3028.4,1877.61,908.52,-969.09,,
SO - 0006080,In-Store,2020-05-10,2020-05-12,2020-05-14,USD,2,Keith Griffin,345,Utah,UT,32506,115264,Provo,25,TV and video,5,7.50%,2391.9,1865.68,896.96,-968.72,,
SO - 0006771,Wholesale,2020-07-28,2020-08-11,2020-08-21,USD,27,Shawn Torres,59,California,CA,54536,142250,Pasadena,19,Vanities,2,7.50%,3872.6,1549.04,580.89,-968.15,,
SO - 0005977,In-Store,2020-04-27,2020-05-25,2020-05-29,USD,10,Jonathan Hawkins,138,Florida,FL,41474,106779,West Palm Beach,36,Clocks,2,15%,5695,2676.65,1708.5,-968.15,,
SO - 0006765,Distributor,2020-07-27,2020-08-21,2020-08-23,USD,22,Joe Price,207,Massachusetts,MA,43801,110402,Cambridge,24,Wall Frames,8,5%,5085.3,3000.33,2034.12,-966.21,,
SO - 0007632,In-Store,2020-11-06,2020-11-12,2020-11-21,USD,4,Chris Armstrong,3,Alabama,AL,76170,194288,Mobile,25,TV and video,3,7.50%,3939.6,1851.61,886.41,-965.2,,
SO - 0006267,In-Store,2020-05-31,2020-06-13,2020-06-19,USD,3,Jerry Green,165,Illinois,IL,43510,118844,Milton,38,Wardrobes,7,5%,3705.1,2260.11,1296.79,-963.33,,
SO - 0005243,Online,2020-02-01,2020-02-19,2020-02-27,USD,19,Nicholas Cunningham,217,Michigan,MI,49444,132052,Sterling Heights,32,Vases,5,5%,3845.8,1922.9,961.45,-961.45,,
SO - 0006597,In-Store,2020-07-09,2020-07-14,2020-07-16,USD,3,Jerry Green,294,Pennsylvania,PA,581050,1567442,Philadelphia,23,Accessories,6,5%,1922.9,1538.32,576.87,-961.45,,
SO - 0006465,Online,2020-06-24,2020-07-21,2020-07-27,USD,15,Roger Alexander,209,Massachusetts,MA,55644,154341,Springfield,8,Cocktail Glasses,6,5%,3999.9,2159.95,1199.97,-959.98,,
